Season,Week,Contestant,Est_Fan_Votes,Certainty,Judge Score,Official Result,Model,Score_Judge_Tanh,Score_Fan_Tanh,Final_Score,Final_Rank,Original_Rank
8,5,Gilles Marini,0.0804261904761904,0.4530809523809525,29.0,Safe,Improved,0.8044960796754954,0.12462665792153799,0.4645613687985167,1.0,1.0
8,5,Denise Richards,0.1048619047619047,0.4530809523809522,0.0,Safe,Improved,-0.8847780876196049,0.7612349731780345,-0.0617715572207852,9.5,7.0
8,5,David Alan Grier,0.0,0.9510080586080586,22.0,Eliminated,Improved,0.46659481257185287,-0.991874541817439,-0.26263986462279304,13.0,11.5
8,5,Lawrence Taylor,0.0675690476190476,0.453080952380953,20.0,Safe,Improved,0.3209474716514731,-0.3225743368078664,-0.00081343257819666,7.0,11.5
8,5,Ty Murray,0.068997619047619,0.4530809523809522,21.0,Safe,Improved,0.3962611620471935,-0.27607604972280564,0.060092556162193944,6.0,10.0
8,5,Shawn Johnson,0.0761404761904761,0.4530809523809528,26.0,Safe,Improved,0.6919668387610961,-0.0279799767746085,0.3319934309932438,3.0,3.0
8,5,Steve Wozniak,0.1048619047619047,0.4530809523809517,0.0,Safe,Improved,-0.8847780876196049,0.7612349731780345,-0.0617715572207852,9.5,7.0
8,5,Belinda Carlisle,0.1048619047619047,0.4530809523809525,0.0,Safe,Improved,-0.8847780876196049,0.7612349731780345,-0.0617715572207852,9.5,7.0
8,5,Chuck Wicks,0.0718547619047619,0.4530809523809525,23.0,Safe,Improved,0.5314841970932849,-0.17929340353604184,0.17609539677862152,5.0,7.0
8,5,Lil' Kim,0.0761404761904762,0.4530809523809518,26.0,Safe,Improved,0.6919668387610961,-0.02797997677460503,0.3319934309932455,2.0,2.0
8,5,Steve-O,0.0647119047619047,0.4530809523809517,18.0,Safe,Improved,0.15835355796224712,-0.410900863967339,-0.12627365300254595,12.0,13.0
8,5,Holly Madison,0.1048619047619047,0.453080952380952,0.0,Safe,Improved,-0.8847780876196049,0.7612349731780345,-0.0617715572207852,9.5,7.0
8,5,Melissa Rycroft,0.0747119047619047,0.4530809523809521,25.0,Safe,Improved,0.644139587094005,-0.07891128911406071,0.2826141489899721,4.0,4.0
8,6,Gilles Marini,0.0841067588325652,0.4306075268817191,26.0,Safe,Improved,0.7422767493868581,0.29565289816423124,0.5189648237755446,3.5,3.5
8,6,Denise Richards,0.0861215053763441,0.4306075268817213,0.0,Safe,Improved,-0.8240373673265251,0.371549742291127,-0.22624381251769904,9.5,6.5
8,6,David Alan Grier,0.086121505376344,0.4306075268817206,0.0,Safe,Improved,-0.8240373673265251,0.3715497422911235,-0.22624381251770082,12.0,10.5
8,6,Lawrence Taylor,0.0776551459293394,0.4306075268817214,22.0,Safe,Improved,0.5571141490937284,0.031046178495758442,0.2940801637947434,6.0,10.5
8,6,Ty Murray,0.0712035330261136,0.4306075268817211,18.0,Safe,Improved,0.29291015835263856,-0.23798500283644003,0.027462577758099266,7.0,12.0
8,6,Shawn Johnson,0.0841067588325652,0.4306075268817206,26.0,Safe,Improved,0.7422767493868581,0.29565289816423124,0.5189648237755446,3.5,3.5
8,6,Steve Wozniak,0.0861215053763441,0.4306075268817211,0.0,Safe,Improved,-0.8240373673265251,0.371549742291127,-0.22624381251769904,9.5,6.5
8,6,Belinda Carlisle,0.0861215053763441,0.4306075268817207,0.0,Safe,Improved,-0.8240373673265251,0.371549742291127,-0.22624381251769904,9.5,6.5
8,6,Chuck Wicks,0.0792680491551459,0.4306075268817212,23.0,Safe,Improved,0.6109036213630515,0.09915260040805458,0.3550281108855531,5.0,9.0
8,6,Lil' Kim,0.0873325652841781,0.4306075268817214,28.0,Safe,Improved,0.8072127559758748,0.41496646870672843,0.6110896123413017,1.0,1.0
8,6,Steve-O,0.0,0.9322676592224984,16.0,Eliminated,Improved,0.13742545090654185,-0.9970761271498131,-0.4298253381216356,13.0,13.0
8,6,Holly Madison,0.0861215053763441,0.4306075268817205,0.0,Safe,Improved,-0.8240373673265251,0.371549742291127,-0.22624381251769904,9.5,6.5
8,6,Melissa Rycroft,0.0857196620583717,0.4306075268817203,27.0,Safe,Improved,0.776801328299388,0.35676369385200535,0.5667825110756967,2.0,2.0
8,7,Gilles Marini,0.0514567765567765,0.6929076923076884,27.0,Safe,Improved,0.7416162707529352,-0.5665690992751529,0.08752358573889119,3.5,4.5
8,7,Denise Richards,0.1154846153846154,0.6929076923076924,0.0,Safe,Improved,-0.7728839532682381,0.7499399189712238,-0.011472017148507152,7.0,3.0
8,7,David Alan Grier,0.1154846153846153,0.6929076923076938,0.0,Safe,Improved,-0.7728839532682381,0.7499399189712228,-0.011472017148507652,10.0,8.0
8,7,Lawrence Taylor,5.551115123125783e-17,0.9621288711288714,21.0,Eliminated,Improved,0.4728427920007716,-0.9595807620720501,-0.24336898503563925,13.0,13.0
8,7,Ty Murray,0.0465117216117215,0.6929076923076929,24.0,Safe,Improved,0.6254415639739949,-0.6453028030788842,-0.009930619552444675,6.0,12.0
8,7,Shawn Johnson,0.0531051282051281,0.6929076923076908,28.0,Safe,Improved,0.7728839532682381,-0.5376693075391739,0.11760732286453213,2.0,2.0
8,7,Steve Wozniak,0.1154846153846153,0.6929076923076926,0.0,Safe,Improved,-0.7728839532682381,0.7499399189712228,-0.011472017148507652,10.0,8.0
8,7,Belinda Carlisle,0.1154846153846153,0.6929076923076926,0.0,Safe,Improved,-0.7728839532682381,0.7499399189712228,-0.011472017148507652,10.0,8.0
8,7,Chuck Wicks,0.0514567765567765,0.6929076923076929,27.0,Safe,Improved,0.7416162707529352,-0.5665690992751529,0.08752358573889119,3.5,4.5
8,7,Lil' Kim,0.0498084249084248,0.6929076923076929,26.0,Safe,Improved,0.7067559020952724,-0.5941392123060761,0.05630834489459813,5.0,11.0
8,7,Steve-O,0.1154846153846153,0.6929076923076924,0.0,Safe,Improved,-0.7728839532682381,0.7499399189712228,-0.011472017148507652,10.0,8.0
8,7,Holly Madison,0.1154846153846153,0.6929076923076923,0.0,Safe,Improved,-0.7728839532682381,0.7499399189712228,-0.011472017148507652,10.0,8.0
8,7,Melissa Rycroft,0.0547534798534798,0.6929076923076929,29.0,Safe,Improved,0.8008006273084669,-0.5074484289546698,0.14667609917689856,1.0,1.0
9,1,Ashley Hamiliton,0.057722830369118,0.9218917176767196,18.9999,Eliminated,Improved,-0.8326164934622832,-0.83772529927818,-0.8351708963702316,16.0,16.0
9,1,Debi Mazar,0.0600062216993958,0.0001997536936056,22.0,Safe,Improved,-0.560442867714036,-0.5604366525130726,-0.5604397601135542,10.5,10.5
9,1,Melissa Joan Hart,0.0614840600357045,0.0001997536936082,24.0,Safe,Improved,-0.2524920387906243,-0.25248858265186924,-0.2524903107212468,9.0,9.0
9,1,Mark Dacascos,0.0651785080926427,0.0001997536936054,28.9998,Safe,Improved,0.5917822065830848,0.5917758824213851,0.591779044502235,6.0,6.0
9,1,Chuck Liddell,0.0600062216993958,0.0001997536936141,22.0,Safe,Improved,-0.560442867714036,-0.5604366525130726,-0.5604397601135542,10.5,10.5
9,1,Natalie Coughlin,0.063700669756334,0.0001997536936101,26.9998,Safe,Improved,0.29588022944665493,0.2958762486732312,0.29587823905994304,7.5,7.5
9,1,Louie Vito,0.063700669756334,0.00019975369361,26.9998,Safe,Improved,0.29588022944665493,0.2958762486732312,0.29587823905994304,7.5,7.5
9,1,Michael Irvin,0.0578225840627286,0.000199753693613,19.0,Safe,Improved,-0.8326107355891003,-0.8300064672870651,-0.8313086014380826,15.0,14.0
9,1,Joanna Krupa,0.0688731778253313,0.0001997536936108,33.9999,Safe,Improved,0.9244699718372639,0.9244666057292751,0.9244682887832695,1.0,1.0
9,1,Kathy Ireland,0.0585283094711703,0.0001997536936086,19.9999,Safe,Improved,-0.7653080147907987,-0.7653020357588448,-0.7653050252748217,12.5,12.5
9,1,Tom DeLay,0.0585283094711703,0.0001997536936129,19.9999,Safe,Improved,-0.7653080147907987,-0.7653020357588448,-0.7653050252748217,12.5,12.5
9,1,Macy Gray,0.057822830369118,0.0001997536936129,18.9999,Eliminated,Improved,-0.8326164934622832,-0.8299870024323927,-0.8313017479473379,14.0,15.0
9,1,Aaron Carter,0.0673953394890226,0.0001997536936062,31.9999,Safe,Improved,0.8464599135693606,0.8464548706393192,0.8464573921043399,2.0,2.0
9,1,Mya,0.0666564203208682,0.0001997536936106,30.9999,Safe,Improved,0.7840622394071762,0.7840564211204222,0.7840593302637993,3.0,3.0
9,1,Donny Osmond,0.0659175011527138,0.0001997536936015,29.9999,Safe,Improved,0.7004207772920813,0.7004144515356585,0.7004176144138698,5.0,5.0
9,1,Kelly Osbourne,0.0666563464289514,0.0001997536936059,30.9998,Safe,Improved,0.7840550081128018,0.7840491897582315,0.7840520989355166,4.0,4.0
9,2,Ashley Hamiliton,0.0703139455782312,0.1227489795918378,0.0,Safe,Improved,-0.9829407977945435,0.48823671272601854,-0.24735204253426246,15.0,10.0
9,2,Debi Mazar,0.0651785714285714,0.1227489795918365,21.0,Safe,Improved,0.3271997502799308,0.1809489527452323,0.25407435151258156,5.0,5.0
9,2,Melissa Joan Hart,0.0631377551020408,0.1227489795918369,19.0,Safe,Improved,0.08070245198003562,0.04353522397186286,0.062118837975949234,10.5,12.5
9,2,Mark Dacascos,0.0651785714285714,0.1227489795918371,21.0,Safe,Improved,0.3271997502799308,0.1809489527452323,0.25407435151258156,5.0,5.0
9,2,Chuck Liddell,0.0631377551020408,0.1227489795918367,19.0,Safe,Improved,0.08070245198003562,0.04353522397186286,0.062118837975949234,10.5,12.5
9,2,Natalie Coughlin,0.0651785714285714,0.1227489795918367,21.0,Safe,Improved,0.3271997502799308,0.1809489527452323,0.25407435151258156,5.0,5.0
9,2,Louie Vito,0.0631377551020408,0.1227489795918371,19.0,Safe,Improved,0.08070245198003562,0.04353522397186286,0.062118837975949234,10.5,12.5
9,2,Michael Irvin,0.0641581632653061,0.1227489795918375,20.0,Safe,Improved,0.20723802055184062,0.11278131352203817,0.1600096670369394,7.5,7.5
9,2,Joanna Krupa,0.0641581632653061,0.1227489795918368,20.0,Safe,Improved,0.20723802055184062,0.11278131352203817,0.1600096670369394,7.5,7.5
9,2,Kathy Ireland,0.0089894557823128,0.9363182397959188,18.0,Eliminated,Improved,-0.0484889493104802,-0.9986635618428702,-0.5235762555766752,16.0,16.0
9,2,Tom DeLay,0.0621173469387755,0.1227489795918366,18.0,Safe,Improved,-0.0484889493104802,-0.026131705184668612,-0.03731032724757441,13.0,15.0
9,2,Macy Gray,0.0703139455782313,0.1227489795918362,0.0,Safe,Improved,-0.9829407977945435,0.48823671272602365,-0.2473520425342599,14.0,9.0
9,2,Aaron Carter,0.0713010204081632,0.1227489795918371,27.0,Safe,Improved,0.8062154822386952,0.5378788059084522,0.6720471440735737,1.5,1.5
9,2,Mya,0.0713010204081632,0.122748979591837,27.0,Safe,Improved,0.8062154822386952,0.5378788059084522,0.6720471440735737,1.5,1.5
9,2,Donny Osmond,0.0692602040816326,0.122748979591837,25.0,Safe,Improved,0.6948693380902319,0.43152184750220945,0.5631955927962207,3.0,3.0
9,2,Kelly Osbourne,0.0631377551020408,0.1227489795918355,19.0,Safe,Improved,0.08070245198003562,0.04353522397186286,0.062118837975949234,10.5,12.5
9,3,Ashley Hamiliton,0.065991472868217,0.2176542635658913,0.0,Safe,Improved,-0.9517334486951279,0.20109206701055984,-0.37532069084228403,14.5,12.5
9,3,Debi Mazar,0.0,0.940985222868217,17.0,Eliminated,Improved,0.10004459243107809,-0.9986483056664344,-0.44930185661767813,16.0,15.0
9,3,Melissa Joan Hart,0.0655757752146025,0.2176542635658918,19.0,Safe,Improved,0.3183601835139069,0.17769101397076245,0.24802559874233465,8.0,8.0
9,3,Mark Dacascos,0.0644129844891893,0.2176542635658922,18.0,Safe,Improved,0.21184365098110408,0.11123870150030209,0.16154117624070308,9.0,9.0
9,3,Chuck Liddell,0.0632501937915148,0.217654263565892,17.0,Safe,Improved,0.10004459243107809,0.043776524357848456,0.07191055839446328,10.0,11.0
9,3,Natalie Coughlin,0.0737153100705846,0.2176542635658916,26.0,Safe,Improved,0.8119973253220881,0.5749409633008559,0.693469144311472,2.0,2.0
9,3,Louie Vito,0.0667385658845381,0.2176542635658921,20.0,Safe,Improved,0.41740198990005384,0.24256139922869344,0.32998169456437365,6.5,6.5
9,3,Michael Irvin,0.0597618216984916,0.2176542635658914,14.0,Safe,Improved,-0.23906381979429592,-0.15853620689528844,-0.1988000133447922,12.0,16.0
9,3,Joanna Krupa,0.0702269380053002,0.2176542635658918,23.0,Safe,Improved,0.6576737010968772,0.422871090419059,0.540272395757968,3.0,3.0
9,3,Kathy Ireland,0.065991472868217,0.2176542635658914,0.0,Safe,Improved,-0.9517334486951279,0.20109206701055984,-0.37532069084228403,14.5,12.5
9,3,Tom DeLay,0.0609246124239049,0.2176542635658922,15.0,Safe,Improved,-0.12834867443713685,-0.09172977269002422,-0.11003922356358053,11.0,14.0
9,3,Macy Gray,0.0659914728682171,0.2176542635658916,0.0,Safe,Improved,-0.9517334486951279,0.20109206701056606,-0.3753206908422809,13.0,10.0
9,3,Aaron Carter,0.0679013565822125,0.217654263565892,21.0,Safe,Improved,0.5074297935886645,0.3053328694594293,0.4063813315240469,4.5,4.5
9,3,Mya,0.074878100768259,0.2176542635658921,27.0,Safe,Improved,0.8476050089486046,0.618621519156425,0.7331132640525149,1.0,1.0
9,3,Donny Osmond,0.0679013565822125,0.2176542635658918,21.0,Safe,Improved,0.5074297935886645,0.3053328694594293,0.4063813315240469,4.5,4.5
9,3,Kelly Osbourne,0.0667385658845381,0.2176542635658904,20.0,Safe,Improved,0.41740198990005384,0.24256139922869344,0.32998169456437365,6.5,6.5
9,4,Ashley Hamiliton,0.0703479338842975,0.3602041322314038,0.0,Safe,Improved,-0.8748234443146817,0.4224457274719038,-0.22618885842138897,13.0,9.5
9,4,Debi Mazar,0.0703479338842975,0.3602041322314049,0.0,Safe,Improved,-0.8748234443146817,0.4224457274719038,-0.22618885842138897,13.0,9.5
9,4,Melissa Joan Hart,0.071644214876033,0.3602041322314051,28.0,Safe,Improved,0.818402032700465,0.4816295649993496,0.6500157988499073,1.5,1.5
9,4,Mark Dacascos,0.0642061983471074,0.360204132231405,22.0,Safe,Improved,0.5477237927223778,0.09766561926162977,0.3226947059920038,7.0,9.5
9,4,Chuck Liddell,0.0,0.9453416838842976,17.0,Eliminated,Improved,0.16620473674639155,-0.9984749131735049,-0.41613508821355666,16.0,15.0
9,4,Natalie Coughlin,0.0666855371900826,0.3602041322314053,24.0,Safe,Improved,0.6607078672022112,0.2358293751415052,0.4482686211718582,4.5,4.5
9,4,Louie Vito,0.0567681818181818,0.3602041322314061,16.0,Safe,Improved,0.07812892527114274,-0.317754987210179,-0.11981303096951812,9.5,15.0
9,4,Michael Irvin,0.0567681818181818,0.3602041322314057,16.0,Safe,Improved,0.07812892527114274,-0.317754987210179,-0.11981303096951812,9.5,15.0
9,4,Joanna Krupa,0.0691648760330578,0.3602041322314051,26.0,Safe,Improved,0.7500257622512682,0.3650747084848031,0.5575502353680356,3.0,3.0
9,4,Kathy Ireland,0.0703479338842975,0.3602041322314048,0.0,Safe,Improved,-0.8748234443146817,0.4224457274719038,-0.22618885842138897,13.0,9.5
9,4,Tom DeLay,0.0703479338842975,0.3602041322314057,0.0,Safe,Improved,-0.8748234443146817,0.4224457274719038,-0.22618885842138897,13.0,9.5
9,4,Macy Gray,0.0703479338842975,0.3602041322314052,0.0,Safe,Improved,-0.8748234443146817,0.4224457274719038,-0.22618885842138897,13.0,9.5
9,4,Aaron Carter,0.059247520661157,0.3602041322314054,18.0,Safe,Improved,0.25170618805147454,-0.18463075856205155,0.0335377147447115,8.0,13.0
9,4,Mya,0.071644214876033,0.3602041322314054,28.0,Safe,Improved,0.818402032700465,0.4816295649993496,0.6500157988499073,1.5,1.5
9,4,Donny Osmond,0.0666855371900826,0.3602041322314055,24.0,Safe,Improved,0.6607078672022112,0.2358293751415052,0.4482686211718582,4.5,4.5
9,4,Kelly Osbourne,0.065445867768595,0.3602041322314048,23.0,Safe,Improved,0.6072771395009411,0.16757018070377988,0.3874236601023605,6.0,6.0
9,5,Ashley Hamiliton,0.0910090909090909,0.550386776859498,0.0,Safe,Improved,-0.8438713372963377,0.7986662049186166,-0.02260256618886053,10.5,7.0
9,5,Debi Mazar,0.0910090909090908,0.5503867768595045,0.0,Safe,Improved,-0.8438713372963377,0.7986662049186154,-0.02260256618886114,13.5,11.5
9,5,Melissa Joan Hart,0.0486477502295684,0.5503867768595054,23.0,Safe,Improved,0.566763080848652,-0.4869149592421733,0.03992406080323935,7.0,13.0
9,5,Mark Dacascos,0.0523667584940312,0.5503867768595061,26.0,Safe,Improved,0.7102037850626334,-0.37065015961020026,0.16977681272621656,3.0,3.0
9,5,Chuck Liddell,0.0910090909090909,0.550386776859504,0.0,Safe,Improved,-0.8438713372963377,0.7986662049186166,-0.02260256618886053,10.5,7.0
9,5,Natalie Coughlin,0.0,0.9660028409090908,22.0,Eliminated,Improved,0.5088103457680339,-0.9836868615710209,-0.23743825790149353,16.0,15.0
9,5,Louie Vito,0.0474080808080808,0.550386776859505,22.0,Safe,Improved,0.5088103457680339,-0.5223886280813621,-0.006789141156664125,8.0,14.0
9,5,Michael Irvin,0.0461684113865932,0.5503867768595052,21.0,Safe,Improved,0.44584733668167714,-0.5561418364914411,-0.055147249904881984,15.0,16.0
9,5,Joanna Krupa,0.049887419651056,0.5503867768595054,24.0,Safe,Improved,0.6196021553369208,-0.44975883263780375,0.0849216613495585,5.0,7.0
9,5,Kathy Ireland,0.0910090909090909,0.5503867768595045,0.0,Safe,Improved,-0.8438713372963377,0.7986662049186166,-0.02260256618886053,10.5,7.0
9,5,Tom DeLay,0.0910090909090908,0.550386776859505,0.0,Safe,Improved,-0.8438713372963377,0.7986662049186154,-0.02260256618886114,13.5,11.5
9,5,Macy Gray,0.0910090909090909,0.5503867768595045,0.0,Safe,Improved,-0.8438713372963377,0.7986662049186166,-0.02260256618886053,10.5,7.0
9,5,Aaron Carter,0.049887419651056,0.5503867768595053,24.0,Safe,Improved,0.6196021553369208,-0.44975883263780375,0.0849216613495585,5.0,7.0
9,5,Mya,0.0536064279155188,0.5503867768595052,27.0,Safe,Improved,0.7483581750612753,-0.3288746775512441,0.2097417487550156,2.0,2.0
9,5,Donny Osmond,0.056085766758494,0.5503867768595049,29.0,Safe,Improved,0.8118556597368891,-0.24147947967470246,0.28518809003109336,1.0,1.0
9,5,Kelly Osbourne,0.049887419651056,0.5503867768595072,24.0,Safe,Improved,0.6196021553369208,-0.44975883263780375,0.0849216613495585,5.0,7.0
9,6,Ashley Hamiliton,0.0924076272187096,0.6547457248505876,0.0,Safe,Improved,-0.7874075884909209,0.7665103346316485,-0.010448626929636162,7.0,5.5
9,6,Debi Mazar,0.0924076272187095,0.6547457248505855,0.0,Safe,Improved,-0.7874075884909209,0.7665103346316472,-0.010448626929636828,10.5,10.5
9,6,Melissa Joan Hart,5.551115123125783e-17,0.968731311561049,23.9999,Eliminated,Improved,0.46816529807180113,-0.9712816663110375,-0.25155818411961817,16.0,15.5
9,6,Mark Dacascos,0.0470280669385009,0.6547457248505856,32.0,Safe,Improved,0.7746386857813228,-0.4803464104286963,0.14714613767631324,4.0,5.5
9,6,Chuck Liddell,0.0924076272187096,0.6547457248505862,0.0,Safe,Improved,-0.7874075884909209,0.7665103346316485,-0.010448626929636162,7.0,5.5
9,6,Natalie Coughlin,0.0924076272187095,0.6547457248505866,0.0,Safe,Improved,-0.7874075884909209,0.7665103346316472,-0.010448626929636828,10.5,10.5
9,6,Louie Vito,0.0377972657549583,0.6547457248505871,24.0,Eliminated,Improved,0.4681704134015553,-0.683537472929041,-0.10768352976374285,14.0,14.0
9,6,Michael Irvin,0.0354893346890431,0.6547457248505857,21.9998,Safe,Improved,0.35982663445287427,-0.7229530364574377,-0.1815632010022817,15.0,15.5
9,6,Joanna Krupa,0.0516433521452574,0.6547457248505861,35.9999,Safe,Improved,0.8601358311851108,-0.3516222988466225,0.2542567661692442,1.0,1.0
9,6,Kathy Ireland,0.0924076272187095,0.6547457248505864,0.0,Safe,Improved,-0.7874075884909209,0.7665103346316472,-0.010448626929636828,10.5,10.5
9,6,Tom DeLay,0.0924076272187095,0.6547457248505864,0.0,Safe,Improved,-0.7874075884909209,0.7665103346316472,-0.010448626929636828,10.5,10.5
9,6,Macy Gray,0.0924076272187096,0.6547457248505869,0.0,Safe,Improved,-0.7874075884909209,0.7665103346316485,-0.010448626929636162,7.0,5.5
9,6,Aaron Carter,0.0481816863164141,0.6547457248505862,32.9998,Safe,Improved,0.7995353253176186,-0.44976538735406535,0.17488496898177663,3.0,3.0
9,6,Mya,0.0481819170864437,0.6547457248505866,33.0,Safe,Improved,0.7995400518976635,-0.44975915941544337,0.17489044624111008,2.0,2.0
9,6,Donny Osmond,0.0458741014055433,0.6547457248505875,30.9999,Safe,Improved,0.7470759012642327,-0.5098111484286973,0.1186323764177677,5.0,8.0
9,6,Kelly Osbourne,0.0389508851328716,0.654745724850586,24.9998,Safe,Improved,0.5177229609705972,-0.662185299863377,-0.07223116944638991,13.0,13.0
10,2,Aiden Turner,0.0895454545447931,0.0823181818181817,19.0,Safe,Improved,-0.2199530748846761,-0.1361966171771268,-0.17807484603090146,8.0,8.0
10,2,Shannen Doherty,0.0652363636381275,0.909181818181818,20.0,Eliminated,Improved,0.0,-0.9885858267551901,-0.49429291337759507,9.0,9.0
10,2,Niecy Nash,0.0922727272720658,0.0823181818181816,21.0,Safe,Improved,0.2199530748846761,0.13619661704664437,0.17807484596566026,5.0,5.0
10,2,Buzz Aldrin,0.1017000000017638,0.082318181818182,12.0,Safe,Improved,-0.9456395294766314,0.7948650126879421,-0.07538725839434468,7.0,6.0
10,2,Chad Ochocinco,0.085454545453884,0.0823181818181814,16.0,Safe,Improved,-0.7135735259355497,-0.4991646561180928,-0.6063690910268212,11.0,10.5
10,2,Evan Lysacek,0.0963636363629749,0.0823181818181817,24.0,Safe,Improved,0.7135735259355497,0.4991646560182715,0.6063690909769106,2.0,2.0
10,2,Pamela Anderson,0.0936363636357021,0.0823181818181824,22.0,Safe,Improved,0.41960588751377864,0.26743249023243193,0.3435191888731053,4.0,4.0
10,2,Nicole Scherzinger,0.1018181818175203,0.0823181818181821,28.0,Safe,Improved,0.9456395294766314,0.7991970870912599,0.8724183082839456,1.0,1.0
10,2,Erin Andrews,0.0949999999993385,0.0823181818181818,23.0,Safe,Improved,0.5855192773762562,0.3894442243962794,0.4874817508862678,3.0,3.0
10,2,Kate Gosselin,0.0880636363654002,0.0823181818181818,15.0,Safe,Improved,-0.8068839875063545,-0.27842508888705786,-0.5426545381967062,10.0,10.5
10,2,Jake Pavelka,0.0909090909084294,0.0823181818181816,20.0,Safe,Improved,0.0,-6.647917585214507e-11,-3.3239587926072537e-11,6.0,7.0
10,3,Aiden Turner,0.093193013882669,0.0641394088669953,20.0,Safe,Improved,0.2141667535271554,0.13165319695370298,0.17290997524042917,7.5,8.5
10,3,Shannen Doherty,0.1053119793999104,0.0641394088669954,0.0,Safe,Improved,-0.9889752511052344,0.6831939622088072,-0.1528906444482136,9.0,7.0
10,3,Niecy Nash,0.0946708463949843,0.0641394088669954,21.0,Safe,Improved,0.34370858500261653,0.21471264115705407,0.2792106130798353,5.0,5.0
10,3,Buzz Aldrin,0.0411725705329153,0.8823121361397225,13.0,Eliminated,Improved,-0.6456298846941311,-0.9937640339613297,-0.8196969593277303,11.0,11.0
10,3,Chad Ochocinco,0.093193013882669,0.0641394088669946,20.0,Safe,Improved,0.2141667535271554,0.13165319695370298,0.17290997524042917,7.5,8.5
10,3,Evan Lysacek,0.1020600089565606,0.0641394088669949,26.0,Safe,Improved,0.7864584466536553,0.569329444703725,0.6778939456786901,1.0,1.0
10,3,Pamela Anderson,0.0946708463949843,0.0641394088669949,21.0,Safe,Improved,0.34370858500261653,0.21471264115705407,0.2792106130798353,5.0,5.0
10,3,Nicole Scherzinger,0.0976265114196148,0.0641394088669951,23.0,Safe,Improved,0.5647680725904943,0.37090839280217885,0.4678382326963366,2.5,2.5
10,3,Erin Andrews,0.0976265114196148,0.0641394088669953,23.0,Safe,Improved,0.5647680725904943,0.37090839280217885,0.4678382326963366,2.5,2.5
10,3,Kate Gosselin,0.0858038513210927,0.0641394088669953,15.0,Safe,Improved,-0.4512376361572526,-0.28764941905844665,-0.3694435276078496,10.0,10.0
10,3,Jake Pavelka,0.0946708463949843,0.0641394088669946,21.0,Safe,Improved,0.34370858500261653,0.21471264115705407,0.2792106130798353,5.0,5.0
10,4,Aiden Turner,0.0131653843012334,0.907221514334722,16.5,Eliminated,Improved,-0.04056897698610571,-0.9946154713415101,-0.5175922241638079,11.0,10.5
10,4,Shannen Doherty,0.102214171363228,0.1808929919137464,0.0,Safe,Improved,-0.954706817267757,0.4053552191107631,-0.27467579907849693,9.0,6.0
10,4,Niecy Nash,0.0927468757657437,0.1808929919137472,18.0,Safe,Improved,0.1261716840704155,0.06979491088506641,0.09798329747774095,7.0,9.0
10,4,Buzz Aldrin,0.1022141713632278,0.1808929919137476,0.0,Safe,Improved,-0.954706817267757,0.40535521911075695,-0.27467579907850004,10.0,8.0
10,4,Chad Ochocinco,0.0992158784611614,0.1808929919137466,22.0,Safe,Improved,0.5178163728573318,0.30587363173263676,0.41184500229498433,4.0,4.0
10,4,Evan Lysacek,0.1056848811565792,0.1808929919137473,26.0,Safe,Improved,0.7698075919941635,0.509507925977906,0.6396577589860347,1.0,1.0
10,4,Pamela Anderson,0.1016417544719431,0.1808929919137468,23.5,Safe,Improved,0.6296224749133345,0.3869994334220414,0.5083109541676879,3.0,3.0
10,4,Nicole Scherzinger,0.1040676304827248,0.1808929919137469,25.0,Safe,Improved,0.7202813107917696,0.46254597326133606,0.5914136420265528,2.0,2.0
10,4,Erin Andrews,0.0951727517765253,0.1808929919137469,19.5,Safe,Improved,0.2860754126925494,0.16078058612310056,0.22342799940782498,5.0,5.0
10,4,Kate Gosselin,0.0895123744180348,0.1808929919137467,16.0,Safe,Improved,-0.09610668525424187,-0.05308057990800465,-0.07459363258112327,8.0,10.5
10,4,Jake Pavelka,0.0943641264395981,0.1808929919137466,19.0,Safe,Improved,0.23405350942422198,0.13067657785434886,0.1823650436392854,6.0,7.0
10,5,Aiden Turner,0.0918405543878087,0.2604156069364156,0.0,Safe,Improved,-0.8957246819801068,0.031603904261204116,-0.43206038885945136,8.0,8.0
10,5,Shannen Doherty,0.0918405543878086,0.2604156069364158,0.0,Safe,Improved,-0.8957246819801068,0.03160390426120035,-0.43206038885945325,9.5,10.5
10,5,Niecy Nash,0.0948502364687336,0.2604156069364168,18.0,Safe,Improved,0.20654609551247022,0.13297270813526643,0.16975940182386834,6.5,6.5
10,5,Buzz Aldrin,0.0918405543878086,0.2604156069364162,0.0,Safe,Improved,-0.8957246819801068,0.03160390426120035,-0.43206038885945325,9.5,10.5
10,5,Chad Ochocinco,0.0948502364687336,0.2604156069364167,18.0,Safe,Improved,0.20654609551247022,0.13297270813526643,0.16975940182386834,6.5,6.5
10,5,Evan Lysacek,0.1104571728849185,0.2604156069364169,27.0,Safe,Improved,0.7776595892342564,0.5806705014173935,0.6791650453258249,2.0,2.0
10,5,Pamela Anderson,0.1000525486074619,0.2604156069364162,21.0,Safe,Improved,0.45118017284916523,0.3007413488953569,0.37596076087226105,5.0,5.0
10,5,Nicole Scherzinger,0.1139253809774041,0.2604156069364166,29.0,Safe,Improved,0.8407818490001868,0.6533873569088711,0.7470846029545289,1.0,1.0
10,5,Erin Andrews,0.1017866526537046,0.2604156069364161,22.0,Safe,Improved,0.5214927113531027,0.3532838950731565,0.4373883032131296,4.0,4.0
